"Media And Storage Devices",Label,"Asset Name(s)","Threat Agent","Threat Action",Vulnerability,Control,Global,Media
Server,"Positive Test Unique","Another One#|#Unique Test2",Earthquake,"Physical damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2",Flood,"Water damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2","Inclement weather","Physical damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
"Storage Area Network",,"Another Two",Earthquake,"Physical damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
"Storage Area Network",,"Another Two",Flood,"Water damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
"Storage Area Network",,"Another Two","Inclement weather","Physical damage to equipment","Insufficient equipment shielding","Protective enclosures for non-mobile equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"One more","EDI Gateway","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
"Desktop / Laptop",,"Another Two","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
"Disk Array",,"Another Two","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Laptop,"Maxi test","EDI Gateway","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Laptop,"Negative Test Shared","Electronic Medical Records System#|#Email","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Laptop,,"Laboratory Information System","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Laptop,,RIS,"Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Server,"Negative Test Shared","Another Two#|#Email","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
"Storage Area Network",,"Another Two","Inclement weather","Overheating of key systems","Insufficient HVAC capability","Redundant HVAC equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"One more","EDI Gateway","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"One more","EDI Gateway","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
"Desktop / Laptop",,"Another Two","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
"Disk Array",,"Another Two","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Laptop,"Maxi test","EDI Gateway","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Laptop,"Maxi test","EDI Gateway","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Laptop,"Negative Test Shared","Electronic Medical Records System#|#Email","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Laptop,"Negative Test Shared","Electronic Medical Records System#|#Email","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Laptop,,"Laboratory Information System","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Laptop,,"Laboratory Information System","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Laptop,,RIS,"Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Laptop,,RIS,"System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Server,"Negative Test Shared","Another Two#|#Email","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Server,"Negative Test Shared","Another Two#|#Email","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
"Storage Area Network",,"Another Two","Network Connectivity Outage","Loss of Internet connectivity","Vulnerabilities related to telecommunications providers","Redundant Internet connections",TBD,TBD
"Storage Area Network",,"Another Two","System Cracker","Denial of Service","Insecure Network Configuration","Redundant Internet connections",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","Careless user","Physical damage to equipment","Vulnerabilities related to hardware","Redundant or spare equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS",Earthquake,"Physical damage to equipment","Insufficient equipment redundancy","Redundant or spare equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS",Entropy,"Hardware failure","Vulnerabilities related to hardware","Redundant or spare equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS",Fire,"Fire damage to equipment","Insufficient equipment redundancy","Redundant or spare equipment",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS",Flood,"Water damage to equipment","Insufficient equipment redundancy","Redundant or spare equipment",TBD,TBD
